parameter_name,parameter_value,replica,seed,success,physical_time,biased_time,acceleration_factor,integration_steps,n_deposited_gaussians,W,sigma
sigma,0.013017840988457116,5,3199665175,True,1.7531838919392628,1.424,1.2311684634404936,1424,71,0.3,0.013017840988457116
sigma,0.013017840988457116,6,3925327782,True,1.856020388991795,1.495,1.2414852100279565,1495,74,0.3,0.013017840988457116
sigma,0.013017840988457116,7,896570755,True,2.5126308515209157,2.004,1.2538078101401775,2004,100,0.3,0.013017840988457116
sigma,0.013017840988457116,8,723106778,True,0.5611976958585788,0.524,1.0709879691957611,524,26,0.3,0.013017840988457116
sigma,0.013017840988457116,9,1708413964,True,3.2404894337763643,2.211,1.4656216344533535,2211,110,0.3,0.013017840988457116
sigma,0.018316831131413528,0,3949374994,True,2.834853644732911,1.9020000000000001,1.4904593295125714,1902,95,0.3,0.018316831131413528
sigma,0.018316831131413528,1,1161778144,True,0.22658217978604137,0.215,1.0538706036560064,215,10,0.3,0.018316831131413528
sigma,0.018316831131413528,2,416049273,True,1.8062057340565707,1.338,1.3499295471274817,1338,66,0.3,0.018316831131413528
sigma,0.018316831131413528,3,2264636504,True,4.226362704184552,2.369,1.784028157106185,2369,118,0.3,0.018316831131413528
sigma,0.018316831131413528,4,3103242848,True,1.1865980190610799,1.004,1.1818705369134261,1004,50,0.3,0.018316831131413528
sigma,0.018316831131413528,5,2780632847,True,5.734942079036547,2.94,1.9506605711008664,2940,146,0.3,0.018316831131413528
sigma,0.018316831131413528,6,2348900356,True,0.2408506919606051,0.221,1.0898221355683488,221,11,0.3,0.018316831131413528
sigma,0.018316831131413528,7,2374458249,True,1.0988255107037372,0.9420000000000001,1.1664814338680862,942,47,0.3,0.018316831131413528
sigma,0.018316831131413528,8,1242926909,True,5.819506888399076,3.374,1.724809391938078,3374,168,0.3,0.018316831131413528
sigma,0.018316831131413528,9,2180196898,True,1.3795505741405423,1.12,1.2317415840540555,1120,55,0.3,0.018316831131413528
sigma,0.02577280694964795,0,2077009177,True,6.368876376431872,2.953,2.15674784166335,2953,147,0.3,0.02577280694964795
sigma,0.02577280694964795,1,511657323,True,0.550795254117141,0.47900000000000004,1.149885707968979,479,23,0.3,0.02577280694964795
sigma,0.02577280694964795,2,4279201387,True,0.6642017147979963,0.548,1.2120469248138617,548,27,0.3,0.02577280694964795
sigma,0.02577280694964795,3,359727725,True,0.5359056094255537,0.433,1.237657296594812,433,21,0.3,0.02577280694964795
sigma,0.02577280694964795,4,3366013863,True,1.6722485965927318,1.208,1.3843117521463013,1208,60,0.3,0.02577280694964795
sigma,0.02577280694964795,5,4125182144,True,2.826495120213522,1.716,1.6471416784461084,1716,85,0.3,0.02577280694964795
sigma,0.02577280694964795,6,533012957,True,2.579881917954531,1.7630000000000001,1.4633476562419345,1763,88,0.3,0.02577280694964795
sigma,0.02577280694964795,7,1926219735,True,1.2171077729490187,0.932,1.3059096276277025,932,46,0.3,0.02577280694964795
sigma,0.02577280694964795,8,2971623596,True,1.0070101049764921,0.8310000000000001,1.2118051804771264,831,41,0.3,0.02577280694964795
sigma,0.02577280694964795,9,3500960676,True,3.1550698481521655,1.975,1.5975037205833749,1975,98,0.3,0.02577280694964795
sigma,0.03626378238125744,0,485778330,True,8.74799281413436,2.833,3.087890156771747,2833,141,0.3,0.03626378238125744
sigma,0.03626378238125744,1,3060060889,True,1.9229598422321383,1.094,1.7577329453675852,1094,54,0.3,0.03626378238125744
sigma,0.03626378238125744,2,23058655,True,1.2322384270087567,0.884,1.3939348721818514,884,44,0.3,0.03626378238125744
sigma,0.03626378238125744,3,1482364905,True,2.790750382645857,1.465,1.904949066652462,1465,73,0.3,0.03626378238125744
sigma,0.03626378238125744,4,4018718019,True,9.997757223463966,2.6710000000000003,3.7430764595522144,2671,133,0.3,0.03626378238125744
sigma,0.03626378238125744,5,2405118064,True,8.3652091414811,2.623,3.189176188136142,2623,131,0.3,0.03626378238125744
sigma,0.03626378238125744,6,2370338190,True,10.169260178075838,2.944,3.4542323974442386,2944,147,0.3,0.03626378238125744
sigma,0.03626378238125744,7,3305592541,True,2.3301489217402613,1.194,1.9515485106702357,1194,59,0.3,0.03626378238125744
sigma,0.03626378238125744,8,3209046046,True,2.9664265596591357,1.74,1.7048428503788136,1740,86,0.3,0.03626378238125744
sigma,0.03626378238125744,9,3291205844,True,5.800496090198818,2.238,2.5918213092934845,2238,111,0.3,0.03626378238125744
sigma,0.05102517219658764,0,1377630884,True,22.01442876952948,3.5500000000000003,6.201247540712529,3550,177,0.3,0.05102517219658764
sigma,0.05102517219658764,1,1874320246,True,0.48050839691638403,0.374,1.2847818099368558,374,18,0.3,0.05102517219658764
sigma,0.05102517219658764,2,2231705665,True,0.9165245961630256,0.63,1.454800946290517,630,31,0.3,0.05102517219658764
sigma,0.05102517219658764,3,219409514,True,64.17005928245618,4.431,14.482071605158245,4431,221,0.3,0.05102517219658764
sigma,0.05102517219658764,4,871580088,True,1.0677306200209922,0.677,1.5771501034283488,677,33,0.3,0.05102517219658764
sigma,0.05102517219658764,5,157652071,True,11.789934680653493,2.869,4.109423032643253,2869,143,0.3,0.05102517219658764
sigma,0.05102517219658764,6,3542296262,True,3.591178368436187,1.562,2.2990898645558175,1562,78,0.3,0.05102517219658764
sigma,0.05102517219658764,7,1805516722,True,0.9530401438594763,0.5670000000000001,1.6808468145669775,567,28,0.3,0.05102517219658764
sigma,0.05102517219658764,8,2438644769,True,5.6097311779699925,2.0180000000000002,2.7798469662884004,2018,100,0.3,0.05102517219658764
sigma,0.05102517219658764,9,3355216242,True,1.7526891269429943,0.873,2.007662230175251,873,43,0.3,0.05102517219658764
sigma,0.07179527414760375,0,787754024,True,6.594924987390478,1.991,3.3123681503719125,1991,99,0.3,0.07179527414760375
sigma,0.07179527414760375,1,3790299920,True,0.6265807808886816,0.452,1.386240665682924,452,22,0.3,0.07179527414760375
sigma,0.07179527414760375,2,902104500,True,3.6562649876617024,1.331,2.7470060012484616,1331,66,0.3,0.07179527414760375
sigma,0.07179527414760375,3,2856873024,True,0.7166872936455065,0.489,1.4656181874141239,489,24,0.3,0.07179527414760375
sigma,0.07179527414760375,4,4044691102,True,3.754317164941869,1.225,3.0647487060749947,1225,61,0.3,0.07179527414760375
sigma,0.07179527414760375,5,1773136554,True,3.3262513315540514,1.21,2.7489680426066543,1210,60,0.3,0.07179527414760375
sigma,0.07179527414760375,6,400888872,True,19.289407378704787,2.092,9.220558020413378,2092,104,0.3,0.07179527414760375
sigma,0.07179527414760375,7,178343840,True,7.935721282781589,1.874,4.234643160502449,1874,93,0.3,0.07179527414760375
sigma,0.07179527414760375,8,2869019637,True,2.9261960001362906,1.199,2.4405304421486993,1199,59,0.3,0.07179527414760375
sigma,0.07179527414760375,9,3469138356,True,4.1500598458969895,1.181,3.5140218847561298,1181,59,0.3,0.07179527414760375
sigma,0.1010199704975086,0,2221884142,True,36.12665511685339,2.442,14.793880064231526,2442,122,0.3,0.1010199704975086
sigma,0.1010199704975086,1,4288630913,True,1.822093729679573,0.854,2.133599215081467,854,42,0.3,0.1010199704975086
sigma,0.1010199704975086,2,2255880265,True,0.832406181992934,0.47200000000000003,1.763572419476555,472,23,0.3,0.1010199704975086
sigma,0.1010199704975086,3,579898627,True,29.879798523357902,2.367,12.623489025499747,2367,118,0.3,0.1010199704975086
sigma,0.1010199704975086,4,2318742523,True,89.51119894325029,2.852,31.385413374211183,2852,142,0.3,0.1010199704975086
sigma,0.1010199704975086,5,804256615,True,0.8125884571684963,0.487,1.6685594603049205,487,24,0.3,0.1010199704975086
sigma,0.1010199704975086,6,3290623690,True,1.502690015927408,0.589,2.5512563937646995,589,29,0.3,0.1010199704975086
sigma,0.1010199704975086,7,1850203149,True,1.0813654523256637,0.426,2.5384165547550794,426,21,0.3,0.1010199704975086
sigma,0.1010199704975086,8,1410807150,True,2.5666622779507233,0.8250000000000001,3.111105791455422,825,41,0.3,0.1010199704975086
sigma,0.1010199704975086,9,1789493497,True,0.6286776740895464,0.40900000000000003,1.5371092276028029,409,20,0.3,0.1010199704975086
sigma,0.14214075453402436,0,3325877863,True,182.94612002298098,1.9080000000000001,95.88371070386843,1908,95,0.3,0.14214075453402436
sigma,0.14214075453402436,1,277667703,True,2.0258304836697034,0.6910000000000001,2.9317373135596285,691,34,0.3,0.14214075453402436
sigma,0.14214075453402436,2,388181548,True,0.18505272227999273,0.14200000000000002,1.3031881850703713,142,7,0.3,0.14214075453402436
sigma,0.14214075453402436,3,1239887978,True,639.9509304500943,3.499,182.89537880825787,3499,174,0.3,0.14214075453402436
sigma,0.14214075453402436,4,3554452322,True,0.7103923305944725,0.4,1.7759808264861812,400,19,0.3,0.14214075453402436
sigma,0.14214075453402436,5,2355700732,True,75.99051039236988,2.229,34.0917498395558,2229,111,0.3,0.14214075453402436
sigma,0.14214075453402436,6,3048297934,True,16.73158749563039,1.551,10.787612827614694,1551,77,0.3,0.14214075453402436
sigma,0.14214075453402436,7,894046047,True,11.49936518722501,1.331,8.639643266134494,1331,66,0.3,0.14214075453402436
sigma,0.14214075453402436,8,1532814702,True,34.27714896070503,1.6500000000000001,20.77402967315456,1650,82,0.3,0.14214075453402436
sigma,0.14214075453402436,9,3509804856,True,0.2805155701469508,0.213,1.3169745077321633,213,10,0.3,0.14214075453402436
sigma,0.2,0,307228228,True,34.53330393589797,1.262,27.363949236052274,1262,63,0.3,0.2
sigma,0.2,1,1354960820,True,2.7028971464557205,0.66,4.095298706751092,660,32,0.3,0.2
sigma,0.2,2,1774891702,True,19.949852654504614,1.0150000000000001,19.65502724581735,1015,50,0.3,0.2
sigma,0.2,3,2336067926,True,3.225555968531586,0.654,4.932042765338816,654,32,0.3,0.2
sigma,0.2,4,1706875104,True,7.838835040482414,0.877,8.938238358588842,877,43,0.3,0.2
sigma,0.2,5,789953710,True,78.80408247369157,1.818,43.346580018532215,1818,90,0.3,0.2
sigma,0.2,6,1438753997,True,46.273285476411424,1.192,38.819870366116966,1192,59,0.3,0.2
sigma,0.2,7,2363625078,True,11.080796372665503,0.9480000000000001,11.688603768634497,948,47,0.3,0.2
sigma,0.2,8,298746941,True,4.299182772601725,0.8230000000000001,5.223794377401853,823,41,0.3,0.2
sigma,0.2,9,3874718476,True,0.4465613383013319,0.251,1.7791288378539118,251,12,0.3,0.2
